Image_Index,Original_Filename,Total_Vehicles,Motorcycles,Cars,Trucks
00815,815.jpg,7,4,3,0
00816,816.jpg,13,9,3,1
00817,817.jpg,12,3,7,2
00818,818.jpg,14,5,6,3
00819,819.jpg,10,5,5,0
00820,820.jpg,12,10,2,0
00821,821.jpg,9,7,2,0
00822,822.jpg,12,4,6,2
00823,823.jpg,10,7,1,2
00824,824.jpg,10,4,3,3
00825,825.jpg,6,1,5,0
00826,826.jpg,7,2,5,0
00827,827.jpg,11,4,7,0
00828,828.jpg,8,3,5,0
00829,829.jpg,7,4,3,0
00830,830.jpg,5,4,1,0
00831,831.jpg,7,3,4,0
00832,832.jpg,13,5,7,1
00833,833.jpg,10,4,5,1
00834,834.jpg,5,3,2,0
00835,835.jpg,12,7,4,1
00836,836.jpg,7,2,4,1
00837,837.jpg,8,3,4,1
00838,838.jpg,9,2,5,2
00839,839.jpg,13,11,2,0
00840,840.jpg,14,7,5,2
00841,841.jpg,13,4,8,1
00842,842.jpg,18,7,10,1
00843,843.jpg,12,5,6,1
00844,844.jpg,4,1,3,0
00845,845.jpg,12,9,2,1
00846,846.jpg,17,12,4,1
00847,847.jpg,8,1,5,2
00848,848.jpg,7,1,5,1
00849,849.jpg,8,4,3,1
00850,850.jpg,11,6,4,1
00851,851.jpg,11,3,7,1
00852,852.jpg,12,7,5,0
00853,853.jpg,12,11,1,0
00854,854.jpg,6,3,3,0
00855,855.jpg,16,11,5,0
00856,856.jpg,17,9,6,2
00857,857.jpg,14,7,6,1
00858,858.jpg,11,7,4,0
00859,859.jpg,8,4,4,0
00860,860.jpg,10,7,3,0
00861,861.jpg,11,7,4,0
00862,862.jpg,13,7,4,2
00863,863.jpg,12,10,2,0
00864,864.jpg,7,5,2,0
00865,865.jpg,15,9,6,0
00866,866.jpg,12,6,6,0
00867,867.jpg,13,8,5,0
00868,868.jpg,10,7,2,1
00869,869.jpg,10,9,1,0
00870,870.jpg,8,7,1,0
00871,871.jpg,7,4,3,0
00872,872.jpg,6,2,3,1
00873,873.jpg,10,7,3,0
00874,874.jpg,6,3,3,0
00875,875.jpg,10,6,3,1
00876,876.jpg,10,4,6,0
00877,877.jpg,13,6,6,1
00878,878.jpg,8,6,1,1
00879,879.jpg,15,10,5,0
00880,880.jpg,11,8,3,0
00881,881.jpg,9,3,5,1
00882,882.jpg,9,1,7,1
00883,883.jpg,6,5,1,0
00884,884.jpg,7,5,1,1
00885,885.jpg,9,0,7,2
00886,886.jpg,12,2,8,2
00887,887.jpg,8,1,5,2
00888,888.jpg,9,6,3,0
00889,889.jpg,6,3,3,0
00890,890.jpg,14,6,6,2
00891,891.jpg,14,8,6,0
00892,892.jpg,13,4,7,2
00893,893.jpg,10,7,3,0
00894,894.jpg,9,6,3,0
00895,895.jpg,6,3,3,0
00896,896.jpg,10,1,7,2
00897,897.jpg,8,4,4,0
00898,898.jpg,9,4,4,1
00899,899.jpg,12,4,7,1
00900,900.jpg,17,4,11,2
00901,901.jpg,14,6,7,1
00902,902.jpg,16,6,9,1
00903,903.jpg,13,8,4,1
00904,904.jpg,11,8,3,0
00905,905.jpg,8,4,3,1
00906,906.jpg,6,0,5,1
00907,907.jpg,14,8,6,0
00908,908.jpg,14,7,6,1
00909,909.jpg,14,7,7,0
00910,910.jpg,13,2,11,0
00911,911.jpg,19,6,12,1
00912,912.jpg,12,4,5,3
00913,913.jpg,18,8,8,2
00914,914.jpg,16,11,4,1
00915,915.jpg,17,10,6,1
00916,916.jpg,17,8,7,2
00917,917.jpg,14,7,5,2
00918,918.jpg,7,5,2,0
00919,919.jpg,7,4,2,1
00920,920.jpg,5,3,2,0
00921,921.jpg,12,8,3,1
00922,922.jpg,7,6,1,0
00923,923.jpg,14,9,4,1
00924,924.jpg,12,11,1,0
00925,925.jpg,10,8,2,0
00926,926.jpg,11,9,2,0
00927,927.jpg,11,7,4,0
00928,928.jpg,7,6,1,0
00929,929.jpg,8,6,2,0
00930,930.jpg,10,5,4,1
00931,931.jpg,15,8,6,1
00932,932.jpg,17,10,6,1
00933,933.jpg,4,2,2,0
00934,934.jpg,14,8,4,2
00935,935.jpg,7,3,4,0
00936,936.jpg,5,2,3,0
00937,937.jpg,6,5,1,0
00938,938.jpg,6,5,1,0
00939,939.jpg,9,5,4,0
00940,940.jpg,9,7,2,0
00941,941.jpg,11,9,2,0
00942,942.jpg,9,5,4,0
00943,943.jpg,15,12,3,0
00944,944.jpg,13,9,4,0
00945,945.jpg,15,5,7,3
00946,946.jpg,5,3,2,0
00947,947.jpg,16,12,4,0
00948,948.jpg,7,5,2,0
00949,949.jpg,8,6,2,0
00950,950.jpg,12,11,1,0
00951,951.jpg,12,11,1,0
00952,952.jpg,10,9,1,0
00953,953.jpg,10,9,1,0
00954,954.jpg,11,10,1,0
00955,955.jpg,7,6,1,0
00956,956.jpg,15,7,6,2
00957,957.jpg,7,6,1,0
00958,958.jpg,7,4,3,0
00959,959.jpg,14,11,2,1
00960,960.jpg,14,11,3,0
00961,961.jpg,11,10,1,0
00962,962.jpg,6,4,2,0
00963,963.jpg,6,4,2,0
00964,964.jpg,11,9,2,0
00965,965.jpg,17,14,3,0
00966,966.jpg,8,7,1,0
00967,967.jpg,16,11,4,1
00968,968.jpg,7,3,4,0
00969,969.jpg,16,12,4,0
00970,970.jpg,12,8,2,2
00971,971.jpg,5,4,1,0
00972,972.jpg,4,2,2,0
00973,973.jpg,6,4,2,0
00974,974.jpg,18,15,3,0
00975,975.jpg,10,8,2,0
00976,976.jpg,13,11,2,0
00977,977.jpg,16,13,3,0
00978,978.jpg,15,9,4,2
00979,979.jpg,14,10,3,1
00980,980.jpg,18,15,2,1
00981,981.jpg,9,6,3,0
00982,982.jpg,16,14,2,0
00983,983.jpg,11,9,2,0
00984,984.jpg,15,11,4,0
00985,985.jpg,16,7,6,3
00986,986.jpg,16,7,6,3
00987,987.jpg,13,3,8,2
00988,988.jpg,18,7,9,2
00989,989.jpg,15,9,4,2
00990,990.jpg,16,10,4,2
00991,991.jpg,11,8,2,1
00992,992.jpg,10,8,1,1
00993,993.jpg,17,12,3,2
00994,994.jpg,17,10,5,2
00995,995.jpg,17,8,6,3
00996,996.jpg,18,9,6,3
00997,997.jpg,14,10,0,4
00998,998.jpg,9,5,1,3
00999,999.jpg,7,2,2,3
01000,1000.jpg,9,2,3,4
01001,1001.jpg,8,5,3,0
01002,1002.jpg,10,4,4,2
01003,1003.jpg,9,3,3,3
01004,1004.jpg,8,2,4,2
01005,1005.jpg,8,3,2,3
01006,1006.jpg,12,9,1,2
01007,1007.jpg,8,4,2,2
01008,1008.jpg,11,7,2,2
01009,1009.jpg,19,9,7,3
01010,1010.jpg,13,7,4,2
01011,1011.jpg,11,7,2,2
01012,1012.jpg,6,2,1,3
01013,1013.jpg,12,6,3,3
01014,1014.jpg,15,8,3,4
01015,1015.jpg,16,11,4,1
01016,1016.jpg,13,10,2,1
01017,1017.jpg,9,2,4,3
01018,1018.jpg,11,2,5,4
01019,1019.jpg,12,3,5,4
01020,1020.jpg,8,4,1,3
01021,1021.jpg,5,3,1,1
01022,1022.jpg,7,4,2,1
01023,1023.jpg,7,5,1,1
01024,1024.jpg,12,6,3,3
01025,1025.jpg,7,4,2,1
01026,1026.jpg,15,7,7,1
01027,1027.jpg,14,8,4,2
01028,1028.jpg,11,5,4,2
01029,1029.jpg,13,9,1,3
01030,1030.jpg,14,10,1,3
01031,1031.jpg,7,3,1,3
01032,1032.jpg,14,7,3,4
01033,1033.jpg,11,8,1,2
01034,1034.jpg,15,7,4,4
01035,1035.jpg,11,6,3,2
01036,1036.jpg,15,7,5,3
01037,1037.jpg,11,4,3,4
01038,1038.jpg,13,8,3,2
01039,1039.jpg,12,6,3,3
01040,1040.jpg,12,4,4,4
01041,1041.jpg,14,7,5,2
01042,1042.jpg,10,4,5,1
01043,1043.jpg,15,5,6,4
01044,1044.jpg,16,5,7,4
01045,1045.jpg,15,3,7,5
01046,1046.jpg,7,4,2,1
01047,1047.jpg,6,2,1,3
01048,1048.jpg,12,8,2,2
01049,1049.jpg,11,6,2,3
01050,1050.jpg,17,13,2,2
01051,1051.jpg,11,6,2,3
01052,1052.jpg,5,3,0,2
01053,1053.jpg,10,6,1,3
01054,1054.jpg,9,7,0,2
01055,1055.jpg,13,7,2,4
01056,1056.jpg,12,6,3,3
01057,1057.jpg,14,8,4,2
01058,1058.jpg,9,1,5,3
01059,1059.jpg,12,9,2,1
01060,1060.jpg,5,2,1,2
01061,1061.jpg,12,5,3,4
01062,1062.jpg,16,6,4,6
01063,1063.jpg,16,8,4,4
01064,1064.jpg,12,3,3,6
01065,1065.jpg,12,7,1,4
01066,1066.jpg,12,6,2,4
01067,1067.jpg,7,2,2,3
01068,1068.jpg,9,4,3,2
01069,1069.jpg,9,5,3,1
01070,1070.jpg,14,4,6,4
01071,1071.jpg,10,4,4,2
01072,1072.jpg,10,4,4,2
01073,1073.jpg,8,6,1,1
01074,1074.jpg,11,6,2,3
01075,1075.jpg,16,13,0,3
01076,1076.jpg,10,6,1,3
01077,1077.jpg,7,3,3,1
01078,1078.jpg,6,1,4,1
01079,1079.jpg,5,1,3,1
01080,1080.jpg,12,9,0,3
01081,1081.jpg,10,2,6,2
01082,1082.jpg,12,5,6,1
01083,1083.jpg,11,5,5,1
01084,1084.jpg,10,7,2,1
01085,1085.jpg,10,5,4,1
01086,1086.jpg,10,2,6,2
01087,1087.jpg,8,1,6,1
01088,1088.jpg,7,2,4,1
01089,1089.jpg,10,3,6,1
01090,1090.jpg,12,4,6,2
01091,1091.jpg,5,3,0,2
01092,1092.jpg,13,6,5,2
01093,1093.jpg,6,0,4,2
01094,1094.jpg,10,5,2,3
01095,1095.jpg,9,3,2,4
01096,1096.jpg,13,3,6,4
01097,1097.jpg,4,0,3,1
01098,1098.jpg,7,2,4,1
01099,1099.jpg,11,4,3,4
01100,1100.jpg,6,0,3,3
01101,1101.jpg,10,2,4,4
01102,1102.jpg,9,5,2,2
01103,1103.jpg,4,2,1,1
01104,1104.jpg,11,7,3,1
01105,1105.jpg,9,7,0,2
01106,1106.jpg,9,6,1,2
01107,1107.jpg,10,7,1,2
01108,1108.jpg,9,7,2,0
01109,1109.jpg,6,4,2,0
01110,1110.jpg,11,7,3,1
01111,1111.jpg,7,5,1,1
01112,1112.jpg,6,5,1,0
01113,1113.jpg,6,3,1,2
01114,1114.jpg,5,4,1,0
01115,1115.jpg,3,2,1,0
01116,1116.jpg,3,1,1,1
01117,1117.jpg,7,6,0,1
01118,1118.jpg,4,3,0,1
01119,1119.jpg,3,2,1,0
01120,1120.jpg,7,6,1,0
01121,1121.jpg,7,5,2,0
01122,1122.jpg,6,5,1,0
01123,1123.jpg,6,5,1,0
01124,1124.jpg,10,7,2,1
01125,1125.jpg,8,4,4,0
01126,1126.jpg,7,5,1,1
01127,1127.jpg,7,6,1,0
01128,1128.jpg,2,0,2,0
01129,1129.jpg,5,2,3,0
01130,1130.jpg,10,3,5,2
01131,1131.jpg,10,6,4,0
01132,1132.jpg,5,3,1,1
01133,1133.jpg,7,6,1,0
01134,1134.jpg,7,6,1,0
01135,1135.jpg,8,4,2,2
01136,1136.jpg,6,3,3,0
01137,1137.jpg,4,3,1,0
01138,1138.jpg,3,0,3,0
01139,1139.jpg,3,2,1,0
01140,1140.jpg,6,5,1,0
01141,1141.jpg,6,4,2,0
01142,1142.jpg,4,1,3,0
01143,1143.jpg,4,1,2,1
01144,1144.jpg,4,3,1,0
01145,1145.jpg,3,0,3,0
01146,1146.jpg,17,11,4,2
01147,1147.jpg,4,1,2,1
01148,1148.jpg,5,0,2,3
01149,1149.jpg,5,2,3,0
01150,1150.jpg,3,1,2,0
01151,1151.jpg,2,1,0,1
01152,1152.jpg,5,2,2,1
01153,1153.jpg,8,6,2,0
01154,1154.jpg,5,0,5,0
01155,1155.jpg,4,0,3,1
01156,1156.jpg,4,3,1,0
01157,1157.jpg,16,8,5,3
01158,1158.jpg,1,0,1,0
01159,1159.jpg,2,0,1,1
01160,1160.jpg,6,4,2,0
01161,1161.jpg,5,3,2,0
01162,1162.jpg,8,6,2,0
01163,1163.jpg,8,7,1,0
01164,1164.jpg,6,2,3,1
01165,1165.jpg,9,6,2,1
01166,1166.jpg,11,7,3,1
01167,1167.jpg,4,3,1,0
01168,1168.jpg,15,6,6,3
01169,1169.jpg,7,4,3,0
01170,1170.jpg,6,3,3,0
01171,1171.jpg,12,8,3,1
01172,1172.jpg,9,6,2,1
01173,1173.jpg,9,5,4,0
01174,1174.jpg,7,2,5,0
01175,1175.jpg,7,4,3,0
01176,1176.jpg,5,3,2,0
01177,1177.jpg,4,3,1,0
01178,1178.jpg,4,3,1,0
01179,1179.jpg,9,6,2,1
01180,1180.jpg,5,3,2,0
01181,1181.jpg,2,1,1,0
01182,1182.jpg,6,3,3,0
01183,1183.jpg,6,2,3,1
01184,1184.jpg,8,4,3,1
01185,1185.jpg,7,3,4,0
01186,1186.jpg,9,6,2,1
01187,1187.jpg,5,4,1,0
01188,1188.jpg,8,6,2,0
01189,1189.jpg,3,2,1,0
01190,1190.jpg,5,5,0,0
01191,1191.jpg,2,1,1,0
01192,1192.jpg,7,4,3,0
01193,1193.jpg,7,3,4,0
01194,1194.jpg,4,1,3,0
01195,1195.jpg,4,0,4,0
01196,1196.jpg,4,2,1,1
01197,1197.jpg,8,7,1,0
01198,1198.jpg,6,5,1,0
01199,1199.jpg,8,7,1,0
01200,1200.jpg,4,0,3,1
01201,1201.jpg,4,4,0,0
01202,1202.jpg,1,0,1,0
01203,1203.jpg,6,4,1,1
01204,1204.jpg,3,0,2,1
01205,1205.jpg,7,4,2,1
01206,1206.jpg,6,3,2,1
01207,1207.jpg,2,1,0,1
01208,1208.jpg,6,5,0,1
01209,1209.jpg,8,7,0,1
01210,1210.jpg,10,8,1,1
01211,1211.jpg,7,3,3,1
01212,1212.jpg,10,8,2,0
01213,1213.jpg,7,3,4,0
01214,1214.jpg,9,6,3,0
01215,1215.jpg,12,5,5,2
01216,1216.jpg,11,9,2,0
01217,1217.jpg,3,2,0,1
01218,1218.jpg,7,4,1,2
01219,1219.jpg,10,7,0,3
01220,1220.jpg,6,3,1,2
01221,1221.jpg,6,4,1,1
01222,1222.jpg,10,8,1,1
01223,1223.jpg,9,5,3,1
01224,1224.jpg,10,7,2,1
01225,1225.jpg,9,6,2,1
01226,1226.jpg,8,3,4,1
01227,1227.jpg,5,3,1,1
01228,1228.jpg,8,5,1,2
01229,1229.jpg,8,4,3,1
01230,1230.jpg,5,3,1,1
01231,1231.jpg,3,1,1,1
01232,1232.jpg,5,1,3,1
01233,1233.jpg,7,1,5,1
01234,1234.jpg,8,8,0,0
01235,1235.jpg,10,4,4,2
01236,1236.jpg,8,3,3,2
01237,1237.jpg,8,4,3,1
01238,1238.jpg,5,1,3,1
01239,1239.jpg,7,2,3,2
01240,1240.jpg,9,1,3,5
01241,1241.jpg,6,2,3,1
01242,1242.jpg,7,4,2,1
01243,1243.jpg,6,3,1,2
01244,1244.jpg,6,0,3,3
01245,1245.jpg,6,6,0,0
01246,1246.jpg,6,2,2,2
01247,1247.jpg,4,3,0,1
01248,1248.jpg,9,7,1,1
01249,1249.jpg,12,9,2,1
01250,1250.jpg,8,8,0,0
01251,1251.jpg,10,6,3,1
01252,1252.jpg,12,5,4,3
01253,1253.jpg,9,2,4,3
01254,1254.jpg,8,3,5,0
01255,1255.jpg,5,2,2,1
01256,1256.jpg,9,6,2,1
01257,1257.jpg,10,3,5,2
01258,1258.jpg,8,5,1,2
01259,1259.jpg,9,4,4,1
01260,1260.jpg,5,2,3,0
01261,1261.jpg,8,3,4,1
01262,1262.jpg,10,6,4,0
01263,1263.jpg,7,3,3,1
01264,1264.jpg,6,2,1,3
01265,1265.jpg,4,1,1,2
01266,1266.jpg,6,2,3,1
01267,1267.jpg,7,4,2,1
01268,1268.jpg,5,3,1,1
01269,1269.jpg,5,2,2,1
01270,1270.jpg,2,1,1,0
01271,1271.jpg,8,5,1,2
01272,1272.jpg,10,6,2,2
01273,1273.jpg,10,5,2,3
01274,1274.jpg,9,4,3,2
01275,1275.jpg,7,2,3,2
01276,1276.jpg,8,5,1,2
01277,1277.jpg,7,1,4,2
01278,1278.jpg,8,6,2,0
01279,1279.jpg,10,7,2,1
01280,1280.jpg,6,4,1,1
01281,1281.jpg,8,3,3,2
01282,1282.jpg,11,2,6,3
01283,1283.jpg,10,3,5,2
01284,1284.jpg,9,4,3,2
01285,1285.jpg,12,8,3,1
01286,1286.jpg,15,8,4,3
01287,1287.jpg,12,4,6,2
01288,1288.jpg,11,7,1,3
01289,1289.jpg,9,6,1,2
01290,1290.jpg,5,3,0,2
01291,1291.jpg,11,9,1,1
01292,1292.jpg,12,4,4,4
01293,1293.jpg,8,3,3,2
01294,1294.jpg,12,8,3,1
01295,1295.jpg,12,8,2,2
01296,1296.jpg,12,7,2,3
01297,1297.jpg,10,2,4,4
01298,1298.jpg,15,10,4,1
01299,1299.jpg,11,7,2,2
01300,1300.jpg,9,8,0,1
01301,1301.jpg,17,10,4,3
01302,1302.jpg,12,6,4,2
01303,1303.jpg,10,6,3,1
01304,1304.jpg,10,5,3,2
01305,1305.jpg,7,4,1,2
01306,1306.jpg,7,3,3,1
01307,1307.jpg,9,1,4,4
01308,1308.jpg,7,4,0,3
01309,1309.jpg,8,5,3,0
01310,1310.jpg,13,8,4,1
01311,1311.jpg,9,5,1,3
01312,1312.jpg,11,5,5,1
01313,1313.jpg,8,4,4,0
01314,1314.jpg,11,8,2,1
01315,1315.jpg,10,8,2,0
01316,1316.jpg,10,7,3,0
01317,1317.jpg,6,3,2,1
01318,1318.jpg,7,7,0,0
01319,1319.jpg,5,4,1,0
01320,1320.jpg,10,6,2,2
01321,1321.jpg,9,5,3,1
01322,1322.jpg,11,9,1,1
01323,1323.jpg,7,5,1,1
01324,1324.jpg,7,6,1,0
01325,1325.jpg,8,5,2,1
01326,1326.jpg,10,3,6,1
01327,1327.jpg,13,4,8,1
01328,1328.jpg,10,5,5,0
01329,1329.jpg,12,6,5,1
01330,1330.jpg,14,7,6,1
01331,1331.jpg,9,1,6,2
01332,1332.jpg,10,4,3,3
01333,1333.jpg,8,7,0,1
01334,1334.jpg,8,4,3,1
01335,1335.jpg,11,5,5,1
01336,1336.jpg,9,4,3,2
01337,1337.jpg,13,6,4,3
01338,1338.jpg,9,6,2,1
01339,1339.jpg,10,7,0,3
01340,1340.jpg,13,10,1,2
01341,1341.jpg,11,7,2,2
01342,1342.jpg,11,7,2,2
01343,1343.jpg,13,9,3,1
01344,1344.jpg,8,7,1,0
01345,1345.jpg,16,11,4,1
01346,1346.jpg,9,5,3,1
01347,1347.jpg,12,6,4,2
01348,1348.jpg,10,6,3,1
01349,1349.jpg,15,10,4,1
01350,1350.jpg,14,8,5,1
01351,1351.jpg,14,6,6,2
01352,1352.jpg,10,5,3,2
01353,1353.jpg,9,4,2,3
01354,1354.jpg,11,4,3,4
01355,1355.jpg,11,10,0,1
01356,1356.jpg,14,3,6,5
01357,1357.jpg,15,8,3,4
01358,1358.jpg,12,6,4,2
01359,1359.jpg,11,2,5,4
01360,1360.jpg,8,3,3,2
01361,1361.jpg,12,4,4,4
01362,1362.jpg,12,6,5,1
01363,1363.jpg,8,2,3,3
01364,1364.jpg,7,2,2,3
01365,1365.jpg,11,4,4,3
01366,1366.jpg,10,10,0,0
01367,1367.jpg,12,7,1,4
01368,1368.jpg,9,4,2,3
01369,1369.jpg,9,3,2,4
01370,1370.jpg,7,2,2,3
01371,1371.jpg,9,3,3,3
01372,1372.jpg,8,3,3,2
01373,1373.jpg,8,1,5,2
01374,1374.jpg,11,3,5,3
01375,1375.jpg,11,1,7,3
01376,1376.jpg,14,7,6,1
01377,1377.jpg,13,11,0,2
01378,1378.jpg,13,5,7,1
01379,1379.jpg,14,8,5,1
01380,1380.jpg,13,3,9,1
01381,1381.jpg,14,7,5,2
01382,1382.jpg,13,6,3,4
01383,1383.jpg,11,7,1,3
01384,1384.jpg,9,6,1,2
01385,1385.jpg,10,9,0,1
01386,1386.jpg,11,6,4,1
01387,1387.jpg,8,3,3,2
01388,1388.jpg,10,6,2,2
01389,1389.jpg,5,4,0,1
01390,1390.jpg,6,4,1,1
01391,1391.jpg,11,9,0,2
01392,1392.jpg,12,9,2,1
01393,1393.jpg,4,2,1,1
01394,1394.jpg,11,5,3,3
01395,1395.jpg,13,5,4,4
01396,1396.jpg,14,8,2,4
01397,1397.jpg,12,7,1,4
01398,1398.jpg,13,6,3,4
01399,1399.jpg,12,4,3,5
01400,1400.jpg,17,6,6,5
01401,1401.jpg,20,7,8,5
01402,1402.jpg,14,9,3,2
01403,1403.jpg,10,3,4,3
01404,1404.jpg,12,6,4,2
01405,1405.jpg,8,1,4,3
01406,1406.jpg,12,8,2,2
01407,1407.jpg,12,3,4,5
01408,1408.jpg,13,5,4,4
01409,1409.jpg,10,2,4,4
01410,1410.jpg,9,2,2,5
01411,1411.jpg,9,2,4,3
01412,1412.jpg,5,1,1,3
01413,1413.jpg,6,1,2,3
01414,1414.jpg,9,1,5,3
01415,1415.jpg,7,0,5,2
01416,1416.jpg,8,1,3,4
01417,1417.jpg,9,4,1,4
01418,1418.jpg,9,3,5,1
01419,1419.jpg,13,2,7,4
01420,1420.jpg,12,2,8,2
01421,1421.jpg,10,7,2,1
01422,1422.jpg,12,5,5,2
01423,1423.jpg,11,5,5,1
01424,1424.jpg,13,5,5,3
01425,1425.jpg,16,8,7,1
01426,1426.jpg,8,4,3,1
01427,1427.jpg,10,3,4,3
01428,1428.jpg,12,7,2,3
01429,1429.jpg,14,3,10,1
01430,1430.jpg,15,8,7,0
01431,1431.jpg,7,2,4,1
01432,1432.jpg,7,5,1,1
01433,1433.jpg,8,2,4,2
01434,1434.jpg,9,3,3,3
01435,1435.jpg,9,4,1,4
01436,1436.jpg,4,0,2,2
01437,1437.jpg,13,6,5,2
01438,1438.jpg,7,0,4,3
01439,1439.jpg,9,3,3,3
01440,1440.jpg,12,7,3,2
01441,1441.jpg,7,1,4,2
01442,1442.jpg,14,6,3,5
01443,1443.jpg,10,4,3,3
01444,1444.jpg,9,1,3,5
01445,1445.jpg,11,3,4,4
01446,1446.jpg,18,11,4,3
01447,1447.jpg,14,4,4,6
01448,1448.jpg,15,3,6,6
01449,1449.jpg,19,5,8,6
01450,1450.jpg,14,5,5,4
01451,1451.jpg,13,6,2,5
01452,1452.jpg,13,8,3,2
01453,1453.jpg,11,4,3,4
01454,1454.jpg,14,6,5,3
01455,1455.jpg,9,4,0,5
01456,1456.jpg,14,10,4,0
01457,1457.jpg,11,5,3,3
01458,1458.jpg,10,2,3,5
01459,1459.jpg,14,5,5,4
01460,1460.jpg,7,2,2,3
01461,1461.jpg,8,5,3,0
01462,1462.jpg,9,4,1,4
01463,1463.jpg,11,5,3,3
01464,1464.jpg,13,7,5,1
01465,1465.jpg,15,9,5,1
01466,1466.jpg,12,6,5,1
01467,1467.jpg,14,6,5,3
01468,1468.jpg,14,4,5,5
01469,1469.jpg,16,5,8,3
01470,1470.jpg,10,5,2,3
01471,1471.jpg,10,6,3,1
01472,1472.jpg,15,5,7,3
01473,1473.jpg,16,5,7,4
01474,1474.jpg,11,5,4,2
01475,1475.jpg,11,4,3,4
01476,1476.jpg,12,7,2,3
01477,1477.jpg,8,3,3,2
01478,1478.jpg,11,4,4,3
01479,1479.jpg,7,1,2,4
01480,1480.jpg,10,4,3,3
01481,1481.jpg,12,7,4,1
01482,1482.jpg,17,12,4,1
01483,1483.jpg,14,7,6,1
01484,1484.jpg,10,7,2,1
01485,1485.jpg,15,10,5,0
01486,1486.jpg,14,6,6,2
01487,1487.jpg,11,5,3,3
01488,1488.jpg,14,6,7,1
01489,1489.jpg,12,4,5,3
01490,1490.jpg,14,9,4,1
01491,1491.jpg,14,8,4,2
01492,1492.jpg,15,5,7,3
01493,1493.jpg,15,7,6,2
01494,1494.jpg,16,11,4,1
01495,1495.jpg,15,9,4,2
01496,1496.jpg,16,7,6,3
01497,1497.jpg,16,7,6,3
01498,1498.jpg,13,6,4,3
01499,1499.jpg,13,3,8,2
01500,1500.jpg,18,7,9,2
01501,1501.jpg,15,9,4,2
01502,1502.jpg,16,10,4,2
01503,1503.jpg,11,8,2,1
01504,1504.jpg,10,8,1,1
01505,1505.jpg,17,12,3,2
01506,1506.jpg,17,10,5,2
01507,1507.jpg,17,8,6,3
01508,1508.jpg,18,9,6,3
01509,1509.jpg,17,8,5,4
01510,1510.jpg,14,10,0,4
01511,1511.jpg,9,5,1,3
01512,1512.jpg,7,2,2,3
01513,1513.jpg,9,2,3,4
01514,1514.jpg,8,5,3,0
01515,1515.jpg,10,4,4,2
01516,1516.jpg,9,3,3,3
01517,1517.jpg,8,2,4,2
01518,1518.jpg,8,3,2,3
01519,1519.jpg,12,9,1,2
01520,1520.jpg,14,8,4,2
01521,1521.jpg,8,4,2,2
01522,1522.jpg,11,7,2,2
01523,1523.jpg,19,9,7,3
01524,1524.jpg,13,7,4,2
01525,1525.jpg,11,7,2,2
01526,1526.jpg,6,2,1,3
01527,1527.jpg,12,6,3,3
01528,1528.jpg,15,8,3,4
01529,1529.jpg,16,11,4,1
01530,1530.jpg,13,10,2,1
01531,1531.jpg,14,10,2,2
01532,1532.jpg,9,2,4,3
01533,1533.jpg,11,2,5,4
01534,1534.jpg,12,3,5,4
01535,1535.jpg,8,4,1,3
01536,1536.jpg,5,3,1,1
01537,1537.jpg,7,4,2,1
01538,1538.jpg,7,5,1,1
01539,1539.jpg,12,6,3,3
01540,1540.jpg,7,4,2,1
01541,1541.jpg,15,7,7,1
01542,1542.jpg,5,2,1,2
01543,1543.jpg,14,8,4,2
01544,1544.jpg,11,5,4,2
01545,1545.jpg,13,9,1,3
01546,1546.jpg,14,10,1,3
01547,1547.jpg,7,3,1,3
01548,1548.jpg,14,7,3,4
01549,1549.jpg,11,8,1,2
01550,1550.jpg,15,7,4,4
01551,1551.jpg,11,6,3,2
01552,1552.jpg,15,7,5,3
01553,1553.jpg,10,7,1,2
01554,1554.jpg,11,4,3,4
01555,1555.jpg,13,8,3,2
01556,1556.jpg,12,6,3,3
01557,1557.jpg,12,4,4,4
01558,1558.jpg,14,7,5,2
01559,1559.jpg,10,4,5,1
01560,1560.jpg,15,5,6,4
01561,1561.jpg,16,5,7,4
01562,1562.jpg,15,3,7,5
01563,1563.jpg,7,4,2,1
01564,1564.jpg,14,7,4,3
01565,1565.jpg,6,2,1,3
01566,1566.jpg,12,8,2,2
01567,1567.jpg,11,6,2,3
01568,1568.jpg,17,13,2,2
01569,1569.jpg,11,6,2,3
01570,1570.jpg,5,3,0,2
01571,1571.jpg,10,6,1,3
01572,1572.jpg,9,7,0,2
01573,1573.jpg,13,7,2,4
01574,1574.jpg,12,6,3,3
01575,1575.jpg,15,10,2,3
01576,1576.jpg,14,8,4,2
01577,1577.jpg,9,1,5,3
01578,1578.jpg,12,9,2,1
01579,1579.jpg,5,2,1,2
01580,1580.jpg,12,5,3,4
01581,1581.jpg,16,6,4,6
01582,1582.jpg,16,8,4,4
01583,1583.jpg,12,3,3,6
01584,1584.jpg,12,7,1,4
01585,1585.jpg,12,6,2,4
01586,1586.jpg,12,8,1,3
01587,1587.jpg,7,2,2,3
01588,1588.jpg,9,4,3,2
01589,1589.jpg,9,5,3,1
01590,1590.jpg,14,4,6,4
01591,1591.jpg,10,4,4,2
01592,1592.jpg,10,4,4,2
01593,1593.jpg,8,6,1,1
01594,1594.jpg,11,6,2,3
01595,1595.jpg,16,13,0,3
01596,1596.jpg,10,6,1,3
01597,1597.jpg,17,10,4,3
01598,1598.jpg,12,9,0,3
01599,1599.jpg,5,3,0,2
