Original_Filename,Total_Vehicles,Motorcycles,Cars,Trucks,TruckCar_Percentage
2104.jpg,10,6,2,2,40.0
2105.jpg,11,7,3,1,36.36363636363637
2106.jpg,17,9,5,3,47.05882352941176
2107.jpg,15,6,6,3,60.0
2108.jpg,16,10,5,1,37.5
2109.jpg,12,8,3,1,33.33333333333333
2110.jpg,9,3,4,2,66.66666666666666
2111.jpg,12,7,4,1,41.66666666666667
2112.jpg,10,3,5,2,70.0
2113.jpg,11,7,2,2,36.36363636363637
2114.jpg,19,10,4,5,47.368421052631575
2115.jpg,11,6,2,3,45.45454545454545
2116.jpg,14,9,1,4,35.714285714285715
2117.jpg,14,8,2,4,42.857142857142854
2118.jpg,15,9,3,3,40.0
2119.jpg,17,10,3,4,41.17647058823529
2120.jpg,15,10,3,2,33.33333333333333
2121.jpg,26,23,1,2,11.538461538461538
2122.jpg,12,9,1,2,25.0
2123.jpg,14,8,3,3,42.857142857142854
2124.jpg,16,8,3,5,50.0
2125.jpg,15,7,4,4,53.333333333333336
2126.jpg,12,10,1,1,16.666666666666664
2127.jpg,16,10,3,3,37.5
2128.jpg,19,13,3,3,31.57894736842105
2129.jpg,13,7,3,3,46.15384615384615
2130.jpg,22,16,4,2,27.27272727272727
2131.jpg,17,10,5,2,41.17647058823529
2132.jpg,19,12,5,2,36.84210526315789
2133.jpg,17,9,6,2,47.05882352941176
2134.jpg,21,14,6,1,33.33333333333333
2135.jpg,17,13,4,0,23.52941176470588
2136.jpg,6,2,3,1,66.66666666666666
2137.jpg,20,13,6,1,35.0
2138.jpg,19,14,4,1,26.31578947368421
2139.jpg,22,16,5,1,27.27272727272727
2140.jpg,11,4,2,5,63.63636363636363
2141.jpg,13,4,5,4,69.23076923076923
2142.jpg,19,12,3,4,36.84210526315789
2143.jpg,11,3,3,5,72.72727272727273
2144.jpg,19,17,1,1,10.526315789473683
2145.jpg,15,11,2,2,26.666666666666668
2146.jpg,21,11,5,5,47.61904761904761
2147.jpg,11,7,2,2,36.36363636363637
2148.jpg,20,10,4,6,50.0
2149.jpg,19,10,6,3,47.368421052631575
2150.jpg,15,8,5,2,46.666666666666664
2151.jpg,17,11,2,4,35.294117647058826
2152.jpg,13,7,1,5,46.15384615384615
2153.jpg,16,10,3,3,37.5
2154.jpg,21,17,2,2,19.047619047619047
2155.jpg,15,11,1,3,26.666666666666668
2156.jpg,16,13,0,3,18.75
2157.jpg,7,5,1,1,28.57142857142857
2158.jpg,16,13,2,1,18.75
2159.jpg,15,12,1,2,20.0
2160.jpg,10,8,1,1,20.0
2161.jpg,12,10,1,1,16.666666666666664
2162.jpg,14,11,2,1,21.428571428571427
2163.jpg,19,14,2,3,26.31578947368421
2164.jpg,17,16,1,0,5.88235294117647
2165.jpg,14,13,1,0,7.142857142857142
2166.jpg,11,10,1,0,9.090909090909092
2167.jpg,18,15,1,2,16.666666666666664
2168.jpg,21,18,3,0,14.285714285714285
2169.jpg,10,3,3,4,70.0
2170.jpg,19,14,5,0,26.31578947368421
2171.jpg,25,19,6,0,24.0
2172.jpg,17,11,5,1,35.294117647058826
2173.jpg,18,12,5,1,33.33333333333333
2174.jpg,22,15,5,2,31.818181818181817
2175.jpg,17,12,3,2,29.411764705882355
2176.jpg,26,18,5,3,30.76923076923077
2177.jpg,17,10,7,0,41.17647058823529
2178.jpg,20,12,6,2,40.0
2179.jpg,24,17,4,3,29.166666666666668
2180.jpg,12,5,3,4,58.333333333333336
2181.jpg,18,11,6,1,38.88888888888889
2182.jpg,21,15,4,2,28.57142857142857
2183.jpg,19,14,3,2,26.31578947368421
2184.jpg,23,18,4,1,21.73913043478261
2185.jpg,22,16,5,1,27.27272727272727
2186.jpg,20,14,4,2,30.0
2187.jpg,26,15,7,4,42.30769230769231
2188.jpg,21,10,6,5,52.38095238095239
2189.jpg,18,10,3,5,44.44444444444444
2190.jpg,17,12,2,3,29.411764705882355
2191.jpg,19,12,4,3,36.84210526315789
2192.jpg,21,17,2,2,19.047619047619047
2193.jpg,25,18,4,3,28.000000000000004
2194.jpg,21,12,7,2,42.857142857142854
2195.jpg,14,4,7,3,71.42857142857143
2196.jpg,21,12,6,3,42.857142857142854
2197.jpg,13,4,6,3,69.23076923076923
2198.jpg,20,15,3,2,25.0
2199.jpg,14,11,2,1,21.428571428571427
2200.jpg,27,21,3,3,22.22222222222222
2201.jpg,15,8,4,3,46.666666666666664
2202.jpg,13,5,5,3,61.53846153846154
2203.jpg,14,9,3,2,35.714285714285715
2204.jpg,12,7,2,3,41.66666666666667
2205.jpg,9,4,2,3,55.55555555555556
2206.jpg,17,10,3,4,41.17647058823529
2207.jpg,23,15,3,5,34.78260869565217
2208.jpg,15,9,4,2,40.0
2209.jpg,13,8,3,2,38.46153846153847
2210.jpg,16,13,1,2,18.75
2211.jpg,13,9,2,2,30.76923076923077
2212.jpg,19,14,2,3,26.31578947368421
2213.jpg,8,3,2,3,62.5
2214.jpg,10,7,2,1,30.0
2215.jpg,10,6,2,2,40.0
2216.jpg,12,6,3,3,50.0
2217.jpg,11,6,2,3,45.45454545454545
2218.jpg,17,11,3,3,35.294117647058826
2219.jpg,14,12,0,2,14.285714285714285
2220.jpg,18,13,0,5,27.77777777777778
2221.jpg,15,11,0,4,26.666666666666668
2222.jpg,14,12,0,2,14.285714285714285
2223.jpg,10,3,4,3,70.0
2224.jpg,13,9,2,2,30.76923076923077
2225.jpg,12,5,3,4,58.333333333333336
2226.jpg,13,7,3,3,46.15384615384615
2227.jpg,14,9,3,2,35.714285714285715
2228.jpg,26,13,9,4,50.0
2229.jpg,15,8,6,1,46.666666666666664
2230.jpg,10,3,3,4,70.0
2231.jpg,13,6,3,4,53.84615384615385
2232.jpg,8,4,2,2,50.0
2233.jpg,9,5,2,2,44.44444444444444
2234.jpg,18,12,3,3,33.33333333333333
2235.jpg,12,8,2,2,33.33333333333333
2236.jpg,21,16,2,3,23.809523809523807
2237.jpg,15,12,3,0,20.0
2238.jpg,12,6,4,2,50.0
2239.jpg,14,7,5,2,50.0
2240.jpg,6,2,2,2,66.66666666666666
2241.jpg,15,13,1,1,13.333333333333334
2242.jpg,15,13,1,1,13.333333333333334
2243.jpg,16,11,3,2,31.25
2244.jpg,14,6,5,3,57.14285714285714
2245.jpg,18,13,4,1,27.77777777777778
2246.jpg,14,7,5,2,50.0
2247.jpg,15,11,3,1,26.666666666666668
2248.jpg,17,11,4,2,35.294117647058826
2249.jpg,14,10,2,2,28.57142857142857
2250.jpg,13,5,5,3,61.53846153846154
2251.jpg,11,4,5,2,63.63636363636363
2252.jpg,18,14,2,2,22.22222222222222
2253.jpg,20,17,2,1,15.0
2254.jpg,20,16,3,1,20.0
2255.jpg,13,7,5,1,46.15384615384615
2256.jpg,20,14,5,1,30.0
2257.jpg,8,6,0,2,25.0
2258.jpg,19,16,2,1,15.789473684210526
2259.jpg,23,21,1,1,8.695652173913043
2260.jpg,18,12,5,1,33.33333333333333
2261.jpg,16,12,3,1,25.0
2262.jpg,11,10,1,0,9.090909090909092
2263.jpg,9,4,2,3,55.55555555555556
2264.jpg,12,4,4,4,66.66666666666666
2265.jpg,11,2,5,4,81.81818181818183
2266.jpg,15,8,4,3,46.666666666666664
2267.jpg,13,8,2,3,38.46153846153847
2268.jpg,8,4,2,2,50.0
2269.jpg,8,4,3,1,50.0
2270.jpg,11,6,3,2,45.45454545454545
2271.jpg,9,5,3,1,44.44444444444444
2272.jpg,14,9,1,4,35.714285714285715
2273.jpg,10,3,2,5,70.0
2274.jpg,12,5,2,5,58.333333333333336
2275.jpg,15,4,5,6,73.33333333333333
2276.jpg,5,3,1,1,40.0
2277.jpg,11,6,2,3,45.45454545454545
2278.jpg,5,1,0,4,80.0
2279.jpg,8,1,3,4,87.5
2280.jpg,10,3,4,3,70.0
2281.jpg,19,12,4,3,36.84210526315789
2282.jpg,12,6,2,4,50.0
2283.jpg,12,4,4,4,66.66666666666666
2284.jpg,8,5,0,3,37.5
2285.jpg,14,12,2,0,14.285714285714285
2286.jpg,13,10,2,1,23.076923076923077
2287.jpg,7,5,1,1,28.57142857142857
2288.jpg,7,4,1,2,42.857142857142854
2289.jpg,5,4,1,0,20.0
2290.jpg,7,6,1,0,14.285714285714285
2291.jpg,5,3,2,0,40.0
2292.jpg,12,3,8,1,75.0
2293.jpg,9,5,2,2,44.44444444444444
2294.jpg,8,3,2,3,62.5
2295.jpg,3,0,1,2,100.0
2296.jpg,4,0,2,2,100.0
2297.jpg,7,3,3,1,57.14285714285714
2298.jpg,9,5,2,2,44.44444444444444
2299.jpg,10,6,1,3,40.0
2300.jpg,10,5,2,3,50.0
2301.jpg,9,3,3,3,66.66666666666666
2302.jpg,11,5,3,3,54.54545454545454
2303.jpg,11,8,2,1,27.27272727272727
2304.jpg,7,2,4,1,71.42857142857143
2305.jpg,10,3,5,2,70.0
2306.jpg,11,2,6,3,81.81818181818183
2307.jpg,5,2,2,1,60.0
2308.jpg,7,5,1,1,28.57142857142857
2309.jpg,10,8,1,1,20.0
2310.jpg,6,2,3,1,66.66666666666666
2311.jpg,5,5,0,0,0.0
2312.jpg,5,3,1,1,40.0
2313.jpg,8,7,1,0,12.5
2314.jpg,9,4,4,1,55.55555555555556
2315.jpg,7,5,1,1,28.57142857142857
2316.jpg,7,6,0,1,14.285714285714285
2317.jpg,6,4,1,1,33.33333333333333
2318.jpg,7,6,1,0,14.285714285714285
2319.jpg,5,3,0,2,40.0
2320.jpg,10,9,1,0,10.0
2321.jpg,8,8,0,0,0.0
2322.jpg,6,4,2,0,33.33333333333333
2323.jpg,5,5,0,0,0.0
2324.jpg,3,3,0,0,0.0
2325.jpg,4,2,1,1,50.0
2326.jpg,5,5,0,0,0.0
2327.jpg,10,7,2,1,30.0
2328.jpg,2,2,0,0,0.0
2329.jpg,10,8,1,1,20.0
2330.jpg,8,6,1,1,25.0
2331.jpg,9,3,3,3,66.66666666666666
2332.jpg,6,2,1,3,66.66666666666666
2333.jpg,8,5,0,3,37.5
2334.jpg,11,8,1,2,27.27272727272727
2335.jpg,5,2,2,1,60.0
2336.jpg,6,3,0,3,50.0
2337.jpg,12,9,1,2,25.0
2338.jpg,4,4,0,0,0.0
2339.jpg,5,5,0,0,0.0
2340.jpg,11,3,4,4,72.72727272727273
2341.jpg,10,2,4,4,80.0
2342.jpg,5,3,1,1,40.0
2343.jpg,13,5,5,3,61.53846153846154
2344.jpg,10,2,4,4,80.0
2345.jpg,7,0,3,4,100.0
2346.jpg,8,2,2,4,75.0
2347.jpg,13,7,3,3,46.15384615384615
2348.jpg,4,2,0,2,50.0
2349.jpg,8,5,0,3,37.5
2350.jpg,8,1,3,4,87.5
2351.jpg,13,6,4,3,53.84615384615385
2352.jpg,10,7,1,2,30.0
2353.jpg,16,4,8,4,75.0
2354.jpg,13,2,8,3,84.61538461538461
2355.jpg,11,6,4,1,45.45454545454545
2356.jpg,11,5,2,4,54.54545454545454
2357.jpg,13,10,2,1,23.076923076923077
2358.jpg,8,3,4,1,62.5
2359.jpg,12,7,3,2,41.66666666666667
2360.jpg,10,6,2,2,40.0
2361.jpg,11,4,4,3,63.63636363636363
2362.jpg,14,8,4,2,42.857142857142854
2363.jpg,10,2,6,2,80.0
2364.jpg,14,6,6,2,57.14285714285714
2365.jpg,11,4,4,3,63.63636363636363
2366.jpg,12,4,6,2,66.66666666666666
2367.jpg,17,7,7,3,58.82352941176471
2368.jpg,16,8,6,2,50.0
2369.jpg,14,8,5,1,42.857142857142854
2370.jpg,10,8,2,0,20.0
2371.jpg,9,6,1,2,33.33333333333333
2372.jpg,7,0,3,4,100.0
2373.jpg,17,10,4,3,41.17647058823529
2374.jpg,13,5,5,3,61.53846153846154
2375.jpg,12,5,4,3,58.333333333333336
2376.jpg,14,7,3,4,50.0
2377.jpg,16,10,2,4,37.5
2378.jpg,14,10,3,1,28.57142857142857
2379.jpg,15,14,0,1,6.666666666666667
2380.jpg,13,11,0,2,15.384615384615385
2381.jpg,8,7,0,1,12.5
2382.jpg,14,11,1,2,21.428571428571427
2383.jpg,12,10,2,0,16.666666666666664
2384.jpg,9,9,0,0,0.0
2385.jpg,11,9,2,0,18.181818181818183
2386.jpg,13,10,1,2,23.076923076923077
2387.jpg,10,8,1,1,20.0
2388.jpg,5,3,0,2,40.0
2389.jpg,9,5,2,2,44.44444444444444
2390.jpg,11,5,4,2,54.54545454545454
2391.jpg,7,2,1,4,71.42857142857143
2392.jpg,13,8,4,1,38.46153846153847
2393.jpg,9,8,1,0,11.11111111111111
2394.jpg,8,8,0,0,0.0
2395.jpg,5,1,2,2,80.0
2396.jpg,8,8,0,0,0.0
2397.jpg,16,11,4,1,31.25
2398.jpg,8,5,2,1,37.5
2399.jpg,10,6,1,3,40.0
2400.jpg,6,3,0,3,50.0
2401.jpg,10,6,1,3,40.0
2402.jpg,9,4,2,3,55.55555555555556
2403.jpg,11,3,4,4,72.72727272727273
2404.jpg,13,4,4,5,69.23076923076923
2405.jpg,15,7,4,4,53.333333333333336
2406.jpg,11,4,5,2,63.63636363636363
2407.jpg,11,6,2,3,45.45454545454545
2408.jpg,12,6,3,3,50.0
2409.jpg,8,3,2,3,62.5
2410.jpg,8,4,2,2,50.0
2411.jpg,6,3,1,2,50.0
2412.jpg,7,3,2,2,57.14285714285714
2413.jpg,9,5,2,2,44.44444444444444
2414.jpg,10,5,3,2,50.0
2415.jpg,6,4,1,1,33.33333333333333
2416.jpg,6,5,0,1,16.666666666666664
2417.jpg,12,9,1,2,25.0
2418.jpg,13,6,3,4,53.84615384615385
2419.jpg,14,7,4,3,50.0
2420.jpg,8,6,0,2,25.0
2421.jpg,4,1,1,2,75.0
2422.jpg,7,3,2,2,57.14285714285714
2423.jpg,13,8,3,2,38.46153846153847
2424.jpg,10,8,0,2,20.0
2425.jpg,8,7,1,0,12.5
2426.jpg,9,7,2,0,22.22222222222222
2427.jpg,7,3,2,2,57.14285714285714
2428.jpg,11,9,0,2,18.181818181818183
2429.jpg,8,8,0,0,0.0
2430.jpg,3,3,0,0,0.0
2431.jpg,8,4,2,2,50.0
2432.jpg,9,9,0,0,0.0
2433.jpg,8,5,2,1,37.5
2434.jpg,5,5,0,0,0.0
2435.jpg,9,8,0,1,11.11111111111111
2436.jpg,9,7,1,1,22.22222222222222
2437.jpg,7,6,1,0,14.285714285714285
2438.jpg,5,5,0,0,0.0
2439.jpg,6,6,0,0,0.0
2440.jpg,5,5,0,0,0.0
2441.jpg,3,2,1,0,33.33333333333333
2442.jpg,14,14,0,0,0.0
2443.jpg,9,7,2,0,22.22222222222222
2444.jpg,17,12,3,2,29.411764705882355
2445.jpg,13,10,2,1,23.076923076923077
2446.jpg,6,5,1,0,16.666666666666664
2447.jpg,13,10,2,1,23.076923076923077
2448.jpg,8,7,1,0,12.5
2449.jpg,4,4,0,0,0.0
2450.jpg,3,2,1,0,33.33333333333333
2451.jpg,11,8,2,1,27.27272727272727
2452.jpg,13,12,1,0,7.6923076923076925
2453.jpg,16,14,1,1,12.5
2454.jpg,8,7,1,0,12.5
2455.jpg,10,9,0,1,10.0
2456.jpg,5,3,1,1,40.0
2457.jpg,10,8,1,1,20.0
2458.jpg,9,8,0,1,11.11111111111111
2459.jpg,14,12,1,1,14.285714285714285
2460.jpg,12,9,1,2,25.0
2461.jpg,16,15,0,1,6.25
2462.jpg,7,7,0,0,0.0
2463.jpg,7,6,0,1,14.285714285714285
2464.jpg,12,9,2,1,25.0
2465.jpg,10,4,4,2,60.0
2466.jpg,9,8,1,0,11.11111111111111
2467.jpg,6,5,1,0,16.666666666666664
2468.jpg,12,8,2,2,33.33333333333333
2469.jpg,17,10,5,2,41.17647058823529
2470.jpg,14,9,4,1,35.714285714285715
2471.jpg,14,14,0,0,0.0
2472.jpg,9,8,1,0,11.11111111111111
2473.jpg,18,16,2,0,11.11111111111111
2474.jpg,13,8,3,2,38.46153846153847
2475.jpg,10,9,1,0,10.0
2476.jpg,11,8,1,2,27.27272727272727
2477.jpg,16,11,3,2,31.25
2478.jpg,19,14,3,2,26.31578947368421
2479.jpg,16,12,4,0,25.0
2480.jpg,9,9,0,0,0.0
2481.jpg,7,6,0,1,14.285714285714285
2482.jpg,6,5,1,0,16.666666666666664
2483.jpg,7,5,2,0,28.57142857142857
2484.jpg,12,7,4,1,41.66666666666667
2485.jpg,11,11,0,0,0.0
2486.jpg,2,1,0,1,50.0
2487.jpg,8,7,1,0,12.5
2488.jpg,16,16,0,0,0.0
2489.jpg,16,15,1,0,6.25
2490.jpg,14,13,1,0,7.142857142857142
2491.jpg,6,5,1,0,16.666666666666664
2492.jpg,16,15,1,0,6.25
2493.jpg,11,10,1,0,9.090909090909092
2494.jpg,9,9,0,0,0.0
2495.jpg,15,13,2,0,13.333333333333334
2496.jpg,6,4,2,0,33.33333333333333
2497.jpg,11,11,0,0,0.0
2498.jpg,13,9,2,2,30.76923076923077
2499.jpg,8,7,1,0,12.5
2500.jpg,14,10,3,1,28.57142857142857
2501.jpg,15,13,2,0,13.333333333333334
2502.jpg,14,10,2,2,28.57142857142857
2503.jpg,13,9,1,3,30.76923076923077
2504.jpg,12,7,3,2,41.66666666666667
2505.jpg,10,6,3,1,40.0
2506.jpg,17,15,2,0,11.76470588235294
2507.jpg,26,25,0,1,3.8461538461538463
2508.jpg,11,10,1,0,9.090909090909092
2509.jpg,12,10,2,0,16.666666666666664
2510.jpg,14,13,1,0,7.142857142857142
2511.jpg,13,11,1,1,15.384615384615385
2512.jpg,13,11,1,1,15.384615384615385
2513.jpg,9,7,2,0,22.22222222222222
2514.jpg,14,11,3,0,21.428571428571427
2515.jpg,20,14,6,0,30.0
2516.jpg,15,15,0,0,0.0
2517.jpg,10,7,2,1,30.0
2518.jpg,19,15,4,0,21.052631578947366
2519.jpg,19,17,2,0,10.526315789473683
2520.jpg,10,8,1,1,20.0
2521.jpg,21,16,3,2,23.809523809523807
2522.jpg,9,7,0,2,22.22222222222222
2523.jpg,19,14,2,3,26.31578947368421
2524.jpg,26,22,3,1,15.384615384615385
2525.jpg,21,15,5,1,28.57142857142857
2526.jpg,23,21,2,0,8.695652173913043
2527.jpg,19,13,2,4,31.57894736842105
2528.jpg,22,18,2,2,18.181818181818183
2529.jpg,25,25,0,0,0.0
2530.jpg,19,17,1,1,10.526315789473683
2531.jpg,20,18,1,1,10.0
2532.jpg,13,10,2,1,23.076923076923077
2533.jpg,14,8,3,3,42.857142857142854
2534.jpg,23,19,1,3,17.391304347826086
2535.jpg,23,20,1,2,13.043478260869565
2536.jpg,19,10,6,3,47.368421052631575
2537.jpg,24,16,6,2,33.33333333333333
2538.jpg,23,15,7,1,34.78260869565217
2539.jpg,25,17,6,2,32.0
2540.jpg,16,7,5,4,56.25
2541.jpg,32,25,3,4,21.875
2542.jpg,22,17,4,1,22.727272727272727
2543.jpg,23,17,4,2,26.08695652173913
2544.jpg,17,13,3,1,23.52941176470588
2545.jpg,19,15,2,2,21.052631578947366
2546.jpg,16,13,1,2,18.75
2547.jpg,24,20,2,2,16.666666666666664
2548.jpg,27,26,1,0,3.7037037037037033
2549.jpg,21,16,3,2,23.809523809523807
2550.jpg,15,9,3,3,40.0
2551.jpg,17,9,5,3,47.05882352941176
2552.jpg,19,12,3,4,36.84210526315789
2553.jpg,19,14,4,1,26.31578947368421
2554.jpg,23,17,6,0,26.08695652173913
2555.jpg,17,10,7,0,41.17647058823529
2556.jpg,21,17,3,1,19.047619047619047
2557.jpg,13,12,0,1,7.6923076923076925
2558.jpg,13,12,0,1,7.6923076923076925
2559.jpg,15,11,3,1,26.666666666666668
2560.jpg,25,21,3,1,16.0
2561.jpg,18,11,5,2,38.88888888888889
2562.jpg,22,17,5,0,22.727272727272727
2563.jpg,22,17,4,1,22.727272727272727
2564.jpg,19,13,5,1,31.57894736842105
2565.jpg,18,11,6,1,38.88888888888889
2566.jpg,20,11,6,3,45.0
2567.jpg,23,17,3,3,26.08695652173913
2568.jpg,17,12,3,2,29.411764705882355
2569.jpg,17,14,3,0,17.647058823529413
2570.jpg,25,20,3,2,20.0
2571.jpg,21,14,4,3,33.33333333333333
2572.jpg,21,13,4,4,38.095238095238095
2573.jpg,17,10,3,4,41.17647058823529
2574.jpg,14,11,1,2,21.428571428571427
2575.jpg,16,12,1,3,25.0
2576.jpg,19,13,2,4,31.57894736842105
2577.jpg,23,15,5,3,34.78260869565217
2578.jpg,19,12,4,3,36.84210526315789
2579.jpg,19,14,4,1,26.31578947368421
2580.jpg,13,10,2,1,23.076923076923077
2581.jpg,22,18,3,1,18.181818181818183
2582.jpg,16,11,4,1,31.25
2583.jpg,19,12,4,3,36.84210526315789
2584.jpg,18,14,3,1,22.22222222222222
2585.jpg,16,12,3,1,25.0
2586.jpg,20,14,5,1,30.0
2587.jpg,15,12,2,1,20.0
2588.jpg,19,14,4,1,26.31578947368421
2589.jpg,16,9,4,3,43.75
2590.jpg,15,8,5,2,46.666666666666664
2591.jpg,13,8,3,2,38.46153846153847
2592.jpg,15,7,6,2,53.333333333333336
2593.jpg,8,1,5,2,87.5
2594.jpg,18,10,5,3,44.44444444444444
2595.jpg,9,3,4,2,66.66666666666666
2596.jpg,11,7,4,0,36.36363636363637
2597.jpg,17,12,4,1,29.411764705882355
2598.jpg,18,13,3,2,27.77777777777778
2599.jpg,21,14,6,1,33.33333333333333
2600.jpg,23,15,5,3,34.78260869565217
2601.jpg,22,16,4,2,27.27272727272727
2602.jpg,17,10,6,1,41.17647058823529
2603.jpg,17,13,4,0,23.52941176470588
2604.jpg,22,17,5,0,22.727272727272727
2605.jpg,17,13,3,1,23.52941176470588
2606.jpg,21,17,3,1,19.047619047619047
2607.jpg,22,20,2,0,9.090909090909092
2608.jpg,20,13,6,1,35.0
2609.jpg,14,10,3,1,28.57142857142857
2610.jpg,23,23,0,0,0.0
2611.jpg,12,11,0,1,8.333333333333332
2612.jpg,16,14,2,0,12.5
2613.jpg,16,14,2,0,12.5
2614.jpg,27,24,2,1,11.11111111111111
2615.jpg,14,11,2,1,21.428571428571427
2616.jpg,12,11,1,0,8.333333333333332
2617.jpg,16,14,2,0,12.5
2618.jpg,18,12,5,1,33.33333333333333
2619.jpg,19,15,3,1,21.052631578947366
2620.jpg,8,6,2,0,25.0
2621.jpg,11,8,2,1,27.27272727272727
2622.jpg,14,10,4,0,28.57142857142857
2623.jpg,11,8,3,0,27.27272727272727
2624.jpg,24,20,3,1,16.666666666666664
2625.jpg,20,15,5,0,25.0
2626.jpg,16,14,2,0,12.5
2627.jpg,16,15,0,1,6.25
2628.jpg,19,16,2,1,15.789473684210526
2629.jpg,15,9,3,3,40.0
2630.jpg,13,8,3,2,38.46153846153847
2631.jpg,13,8,3,2,38.46153846153847
2632.jpg,11,7,3,1,36.36363636363637
2633.jpg,14,10,2,2,28.57142857142857
2634.jpg,13,7,3,3,46.15384615384615
2635.jpg,18,10,6,2,44.44444444444444
2636.jpg,21,18,1,2,14.285714285714285
2637.jpg,18,18,0,0,0.0
2638.jpg,7,5,1,1,28.57142857142857
2639.jpg,17,13,3,1,23.52941176470588
2640.jpg,15,14,1,0,6.666666666666667
